order_id,customer_id,order_date,status,region_code
549,393,2026-05-13 00:43:00,SHIPPED,N
550,303,2023-04-09 09:49:17,PLACED,E
551,179,2026-06-13 19:24:50,DELIVERED,N
552,392,2026-03-17 00:18:42,SHIPPED,N
553,220,2025-08-04 23:35:41,RETURNED,W
554,180,2023-08-21 11:40:16,DELIVERED,S
555,121,2026-05-01 21:38:31,SHIPPED,N
556,467,2026-05-24 15:15:32,PLACED,E
557,59,2024-12-31 04:45:53,SHIPPED,C
558,167,2024-02-18 16:27:33,DELIVERED,W
559,291,2026-01-23 14:57:33,RETURNED,E
560,11,2026-02-05 01:44:20,DELIVERED,N
561,163,2024-11-10 10:32:43,DELIVERED,E
562,294,2023-08-01 14:48:04,CANCELLED,N
563,354,2024-12-27 12:33:36,SHIPPED,C
564,416,2025-04-21 08:35:18,SHIPPED,E
565,187,2026-07-13 02:35:46,DELIVERED,W
566,326,2026-07-11 09:45:14,PLACED,C
567,110,2025-08-22 03:47:21,SHIPPED,E
568,294,2024-11-16 07:59:24,CANCELLED,C
569,381,2023-12-28 16:44:07,DELIVERED,C
570,49,2026-01-21 20:01:07,SHIPPED,N
571,291,2026-02-05 06:53:05,DELIVERED,S
572,178,2023-11-04 17:14:37,DELIVERED,E
573,259,2026-01-02 01:47:21,DELIVERED,C
574,161,2026-05-28 06:34:14,DELIVERED,E
575,320,2026-05-31 05:59:47,DELIVERED,C
576,93,2024-04-14 17:54:21,DELIVERED,C
577,442,2026-05-04 17:31:11,DELIVERED,S
578,339,2025-07-08 06:47:47,SHIPPED,C
579,415,2025-10-12 07:01:45,RETURNED,W
580,,2025-05-29 10:21:02,DELIVERED,N
581,268,2025-06-29 07:07:51,DELIVERED,S
582,124,2024-02-06 16:14:25,DELIVERED,E
583,433,2025-03-22 02:17:19,DELIVERED,N
584,325,2024-02-18 18:48:50,CANCELLED,E
585,422,2026-01-27 01:17:23,DELIVERED,E
586,352,2025-12-21 07:33:59,SHIPPED,S
587,59,2024-03-14 17:20:11,SHIPPED,S
588,409,2026-06-22 23:38:05,SHIPPED,W
589,287,2025-07-01 00:18:47,DELIVERED,N
590,104,2025-11-01 12:12:14,SHIPPED,N
591,133,2025-07-05 01:09:42,DELIVERED,S
592,330,2024-04-04 15:18:13,RETURNED,W
593,401,2026-01-29 12:31:37,PLACED,N
594,161,2026-07-06 06:11:11,SHIPPED,N
595,462,2025-12-22 16:36:53,RETURNED,N
596,204,2025-12-26 11:44:22,SHIPPED,C
597,377,2025-12-07 10:59:21,RETURNED,C
598,341,2026-04-29 13:01:21,DELIVERED,C
599,129,2025-07-24 03:48:45,RETURNED,S
600,308,2026-02-18 01:30:07,CANCELLED,E
601,169,2026-06-14 01:00:15,DELIVERED,S
602,479,2026-05-30 18:36:33,SHIPPED,N
603,90,2025-03-08 02:51:13,RETURNED,W
604,210,2025-11-06 18:46:31,RETURNED,N
605,252,2026-06-28 02:50:39,DELIVERED,N
606,163,2025-07-29 10:19:00,DELIVERED,S
607,494,2024-03-25 20:30:04,RETURNED,S
608,186,2026-01-01 08:00:43,DELIVERED,E
609,11,2025-12-27 19:12:56,RETURNED,C
610,18,2026-06-04 16:07:04,CANCELLED,N
611,354,2025-02-17 23:30:15,SHIPPED,W
612,159,2025-10-13 03:09:06,RETURNED,N
613,274,2025-08-18 17:36:35,RETURNED,W
614,5,2026-06-16 08:31:22,RETURNED,E
615,155,2025-08-07 07:00:04,RETURNED,S
616,153,2024-12-13 09:00:22,RETURNED,S
617,469,2025-09-02 01:41:05,DELIVERED,W
618,405,2026-02-23 15:54:06,SHIPPED,N
619,422,2026-04-16 12:44:26,DELIVERED,W
620,475,2024-09-21 22:22:46,DELIVERED,N
621,423,2024-11-23 11:05:17,DELIVERED,C
622,34,2025-08-11 20:37:56,DELIVERED,C
623,378,2025-12-05 00:00:00,DELIVERED,N
624,391,2026-04-12 13:50:56,DELIVERED,S
625,323,2025-05-11 12:40:54,CANCELLED,S
626,2,2025-09-10 19:58:59,SHIPPED,E
627,161,2026-07-03 18:05:25,PLACED,S
628,128,2025-06-28 06:24:32,DELIVERED,S
629,434,2026-04-18 02:02:31,DELIVERED,E
630,232,2025-04-17 04:13:42,RETURNED,S
631,134,2024-10-19 07:39:30,DELIVERED,E
632,410,2025-12-21 20:03:40,SHIPPED,W
633,189,2025-10-26 12:49:21,DELIVERED,W
634,484,2025-03-18 07:03:11,PLACED,N
635,473,2025-05-18 07:55:14,RETURNED,W
636,102,2026-07-15 19:59:15,DELIVERED,S
637,26,2025-12-25 03:02:07,DELIVERED,C
638,134,2024-09-30 12:01:08,PLACED,E
639,88,2026-02-02 15:35:59,PLACED,C
640,223,2026-06-02 01:44:38,RETURNED,W
641,424,2026-04-30 03:31:42,PLACED,S
642,98,2025-01-23 11:45:01,SHIPPED,W
643,196,2024-11-25 04:09:58,DELIVERED,S
644,308,2026-03-08 04:15:50,RETURNED,E
645,373,2026-01-27 14:21:41,SHIPPED,S
646,210,2026-06-03 00:00:00,PLACED,E
647,500,2024-07-05 22:32:34,SHIPPED,W
648,465,2025-12-25 22:48:13,DELIVERED,W
649,44,2023-10-29 01:41:46,DELIVERED,E
650,499,2025-12-19 13:46:44,DELIVERED,W
651,363,2026-02-19 10:04:10,DELIVERED,E
652,38,2024-08-03 14:39:32,DELIVERED,N
653,171,2025-03-27 18:04:55,DELIVERED,E
654,311,2025-12-28 10:33:55,RETURNED,C
655,364,2023-09-23 09:19:35,PLACED,C
656,318,2024-12-19 12:51:25,SHIPPED,W
657,,2025-11-08 18:27:43,DELIVERED,C
658,22,2026-02-25 22:16:13,SHIPPED,S
659,258,2026-04-26 14:30:14,RETURNED,W
660,,2023-07-24 22:19:00,PLACED,C
661,,2024-11-03 12:47:15,PLACED,N
662,161,2026-05-13 03:15:46,RETURNED,W
663,447,2025-10-08 00:00:00,DELIVERED,W
664,145,2024-07-19 01:18:10,DELIVERED,E
665,265,2024-12-31 00:00:00,DELIVERED,S
666,162,2026-07-16 05:41:29,RETURNED,S
667,285,2026-06-18 04:36:00,CANCELLED,N
668,97,2025-12-12 20:51:41,PLACED,S
669,19,2026-06-05 18:12:20,SHIPPED,W
670,224,2026-02-08 03:28:24,RETURNED,W
671,21,2025-05-06 05:03:46,DELIVERED,C
672,249,2026-04-09 20:05:51,DELIVERED,S
673,64,2025-09-07 18:49:41,PLACED,E
674,93,2024-12-03 06:48:58,DELIVERED,E
675,289,2025-03-23 03:32:45,DELIVERED,N
676,270,2026-06-15 21:46:59,SHIPPED,N
677,127,2026-07-09 06:11:03,DELIVERED,E
678,14,2026-01-09 14:36:48,DELIVERED,N
679,202,2026-01-12 18:17:33,DELIVERED,N
680,429,2025-07-15 10:29:13,SHIPPED,N
681,236,2026-07-07 14:13:21,DELIVERED,W
682,233,2026-01-23 12:40:11,RETURNED,C
683,337,2024-02-07 12:39:40,SHIPPED,N
684,336,2026-04-09 03:07:53,SHIPPED,C
685,67,2025-04-26 12:12:59,RETURNED,E
686,166,2026-07-15 01:44:01,PLACED,N
687,281,2026-07-03 19:51:38,DELIVERED,W
688,131,2025-10-22 22:03:27,SHIPPED,W
689,46,2023-06-26 17:49:55,RETURNED,S
690,199,2026-06-09 20:49:12,DELIVERED,S
691,62,2026-02-20 11:34:49,DELIVERED,W
692,377,2025-07-12 00:00:00,RETURNED,C
693,68,2026-05-06 04:21:31,DELIVERED,E
694,263,2024-02-23 14:04:23,DELIVERED,W
695,244,2025-07-09 01:52:53,DELIVERED,W
696,47,2025-09-15 10:22:24,CANCELLED,C
697,96,2026-04-15 04:57:24,DELIVERED,N
698,21,2025-08-25 18:46:21,SHIPPED,W
699,347,2025-01-08 13:10:28,DELIVERED,S
700,477,2025-03-04 06:38:02,DELIVERED,C
701,43,2025-01-19 05:11:23,DELIVERED,N
702,465,2026-06-22 01:08:33,SHIPPED,S
703,351,2026-05-28 17:51:24,CANCELLED,C
704,219,2026-06-18 05:27:44,DELIVERED,C
705,40,2023-08-09 15:06:08,DELIVERED,C
706,218,2025-05-10 06:16:52,PLACED,C
707,417,2024-08-29 20:36:36,DELIVERED,C
708,42,2026-07-12 05:01:58,DELIVERED,N
709,380,2026-04-29 18:52:49,SHIPPED,S
710,432,2025-06-02 01:26:09,PLACED,W
711,449,2026-03-06 16:52:26,SHIPPED,W
712,388,2026-01-14 19:32:16,DELIVERED,E
713,175,2025-12-30 08:06:34,SHIPPED,N
714,383,2026-05-18 06:15:05,SHIPPED,N
715,223,2026-03-01 06:15:29,PLACED,W
716,60,2024-04-08 09:07:53,SHIPPED,W
717,236,2026-06-24 02:34:42,DELIVERED,C
718,372,2026-06-07 14:22:05,SHIPPED,C
719,185,2025-11-30 10:20:43,DELIVERED,W
720,412,2025-09-07 10:17:49,PLACED,S
721,8,2025-10-02 18:22:30,PLACED,N
722,357,2026-06-22 00:00:00,RETURNED,S
723,247,2024-10-14 17:04:47,DELIVERED,W
724,432,2026-05-30 04:06:04,RETURNED,C
725,98,2024-04-18 16:47:20,SHIPPED,W
726,76,2026-02-24 18:49:54,DELIVERED,N
727,86,2025-10-24 05:35:44,DELIVERED,W
728,494,2025-02-10 21:41:34,DELIVERED,W
729,300,2025-05-08 20:09:58,SHIPPED,C
730,425,2025-05-31 14:45:26,PLACED,N
731,53,2026-07-17 17:35:39,CANCELLED,W
732,213,2026-06-03 23:00:27,DELIVERED,C
733,375,2026-04-27 10:31:50,RETURNED,N
734,250,2025-04-16 00:00:00,DELIVERED,C
735,372,2026-06-08 12:20:47,SHIPPED,N
736,271,2023-02-11 11:41:58,DELIVERED,E
737,284,2024-02-10 02:40:17,SHIPPED,W
738,456,2025-10-09 13:17:51,PLACED,C
739,481,2026-03-02 23:42:38,SHIPPED,W
740,,2023-02-02 07:44:18,SHIPPED,S
741,241,2025-12-20 07:40:11,DELIVERED,C
742,113,2026-05-24 02:07:36,RETURNED,E
743,472,2026-01-19 16:29:54,RETURNED,W
744,68,2026-04-23 10:24:23,DELIVERED,W
745,492,2025-06-22 12:47:02,CANCELLED,E
746,,2026-05-21 12:00:42,DELIVERED,S
747,319,2026-02-24 11:46:06,SHIPPED,N
748,342,2025-11-09 23:54:56,PLACED,S
749,81,2025-09-10 20:58:56,DELIVERED,W
750,483,2026-06-01 08:49:02,SHIPPED,S
751,,2025-05-15 00:08:46,PLACED,N
752,,2024-07-11 08:32:22,RETURNED,E
753,347,2024-11-18 13:50:26,SHIPPED,C
754,17,2024-03-05 04:55:01,SHIPPED,N
755,317,2024-03-10 21:11:09,PLACED,S
756,,2025-01-25 13:00:45,SHIPPED,E
757,402,2025-02-20 09:49:15,CANCELLED,C
758,137,2024-01-03 20:13:14,RETURNED,C
759,310,2025-06-29 10:43:35,DELIVERED,W
760,410,2026-05-07 00:36:15,RETURNED,N
761,500,2023-11-06 17:53:09,CANCELLED,C
762,401,2026-07-11 00:00:00,RETURNED,C
763,22,2026-01-28 12:10:20,PLACED,N
764,446,2024-05-14 15:05:43,RETURNED,S
765,373,2024-06-08 10:04:22,DELIVERED,C
766,256,2026-06-16 09:01:47,RETURNED,S
767,332,2024-09-25 22:02:56,SHIPPED,S
768,63,2024-05-07 22:30:34,DELIVERED,W
769,394,2025-02-20 23:03:24,SHIPPED,W
770,175,2026-02-07 00:08:13,DELIVERED,N
771,137,2024-12-12 13:18:58,DELIVERED,W
772,185,2025-10-13 21:05:12,DELIVERED,S
773,386,2026-05-31 02:53:24,DELIVERED,S
774,71,2026-07-14 09:39:41,DELIVERED,W
775,460,2026-07-03 18:01:11,RETURNED,C
776,407,2025-11-15 09:28:13,RETURNED,W
777,,2023-08-15 03:46:34,CANCELLED,C
778,484,2024-07-20 15:44:27,PLACED,E
779,206,2026-07-16 12:23:45,SHIPPED,N
780,202,2026-06-11 12:39:46,PLACED,S
781,463,2026-02-02 04:14:36,PLACED,C
782,499,2025-07-14 09:16:14,DELIVERED,C
783,448,2025-10-30 16:15:31,DELIVERED,E
784,466,2025-06-28 18:12:00,PLACED,E
785,461,2026-02-14 00:46:54,DELIVERED,S
786,359,2026-06-26 04:23:23,DELIVERED,S
787,455,2025-08-28 09:34:56,DELIVERED,C
788,334,2026-07-06 01:57:40,DELIVERED,W
789,398,2026-03-23 14:39:52,RETURNED,N
790,19,2026-06-18 00:00:00,SHIPPED,S
791,267,2026-06-10 23:54:17,SHIPPED,N
792,262,2025-08-14 11:36:54,SHIPPED,E
793,388,2024-10-21 10:30:57,PLACED,C
794,,2025-07-09 10:08:07,SHIPPED,E
795,372,2026-04-18 21:45:27,RETURNED,N
796,,2026-02-11 02:25:20,PLACED,E
797,133,2026-04-02 07:02:55,DELIVERED,N
798,25,2024-10-11 17:29:15,DELIVERED,C
799,378,2025-08-02 10:31:34,DELIVERED,S
800,413,2025-12-28 19:11:06,DELIVERED,C
801,433,2025-11-25 21:29:28,SHIPPED,E
802,146,2024-11-17 23:52:04,DELIVERED,C
803,378,2025-11-04 14:02:37,PLACED,C
804,299,2025-03-27 23:37:04,CANCELLED,E
805,233,2023-10-22 15:05:02,PLACED,W
806,425,2025-07-02 04:19:31,PLACED,N
807,218,2024-02-25 16:54:49,DELIVERED,W
808,40,2024-12-25 06:07:43,DELIVERED,W
809,302,2026-06-12 01:42:48,DELIVERED,W
810,447,2025-09-24 15:46:45,DELIVERED,W
811,226,2026-05-06 08:01:40,RETURNED,W
812,375,2026-03-05 02:02:09,CANCELLED,S
813,259,2025-08-20 20:50:33,DELIVERED,W
814,67,2024-12-02 13:24:57,DELIVERED,W
815,243,2025-03-19 00:18:48,DELIVERED,C
816,190,2024-11-09 18:23:33,DELIVERED,W
817,57,2025-03-15 03:40:51,DELIVERED,E
818,21,2025-09-09 10:34:25,SHIPPED,E
819,157,2025-09-19 19:35:39,SHIPPED,W
820,15,2026-07-19 19:55:51,PLACED,C
821,216,2026-07-14 09:20:55,RETURNED,E
822,456,2024-12-18 14:57:54,SHIPPED,W
823,2,2024-07-05 00:00:00,DELIVERED,N
824,446,2023-09-07 23:37:31,DELIVERED,C
825,159,2026-03-01 04:40:27,RETURNED,W
826,244,2026-06-24 19:27:35,CANCELLED,S
827,391,2026-04-29 08:36:41,DELIVERED,W
828,390,2026-04-23 20:56:14,DELIVERED,S
829,444,2026-02-03 00:12:19,PLACED,C
830,341,2025-11-21 00:14:10,DELIVERED,S
831,461,2025-07-23 08:45:11,SHIPPED,N
832,491,2026-02-21 01:59:10,RETURNED,E
833,331,2024-05-27 02:27:33,RETURNED,N
834,293,2026-02-13 15:00:12,CANCELLED,E
835,288,2026-06-03 01:45:15,DELIVERED,N
836,99,2025-11-05 03:14:09,DELIVERED,N
837,491,2025-09-18 10:16:47,DELIVERED,W
838,258,2025-10-24 10:51:56,PLACED,C
839,93,2024-04-15 07:42:37,SHIPPED,S
840,,2024-01-17 00:57:02,CANCELLED,C
841,228,2025-08-03 06:36:39,CANCELLED,C
842,165,2025-11-13 02:11:01,DELIVERED,W
843,442,2026-04-03 00:35:59,SHIPPED,S
844,213,2024-06-01 06:45:36,RETURNED,E
845,196,2025-06-10 00:00:00,PLACED,N
846,278,2026-06-15 03:17:12,SHIPPED,S
847,131,2026-06-09 03:59:43,PLACED,E
848,488,2025-04-30 02:23:52,DELIVERED,N
849,315,2025-08-08 15:41:33,SHIPPED,N
850,153,2025-09-18 07:14:08,PLACED,S
851,212,2026-03-24 00:00:00,SHIPPED,N
852,,2023-03-22 14:09:23,SHIPPED,C
853,301,2025-04-28 07:04:37,DELIVERED,C
854,198,2023-11-28 16:46:12,SHIPPED,E
855,238,2026-07-18 03:37:06,DELIVERED,W
856,15,2026-07-10 12:24:13,DELIVERED,N
857,138,2026-07-12 00:08:16,RETURNED,N
858,127,2026-07-14 18:03:50,DELIVERED,S
859,156,2026-03-13 17:07:14,DELIVERED,N
860,434,2026-05-20 12:55:52,DELIVERED,S
861,192,2026-04-15 01:17:53,RETURNED,S
862,276,2026-05-04 21:12:27,RETURNED,C
863,232,2023-06-08 23:35:33,PLACED,W
864,493,2026-06-19 05:31:25,SHIPPED,S
865,1,2025-07-29 16:01:41,RETURNED,W
866,140,2026-03-18 02:08:56,CANCELLED,W
867,180,2026-01-31 21:28:26,SHIPPED,C
868,145,2023-08-15 19:40:42,SHIPPED,C
869,289,2024-08-13 20:13:02,SHIPPED,W
870,358,2025-08-07 21:50:11,CANCELLED,C
871,144,2025-08-26 13:53:30,SHIPPED,C
872,491,2024-08-23 01:15:33,RETURNED,E
873,326,2025-12-19 05:02:40,RETURNED,W
874,140,2026-03-16 03:54:43,DELIVERED,E
875,175,2026-01-08 00:00:00,DELIVERED,C
876,169,2025-03-29 12:17:54,RETURNED,S
877,331,2024-01-13 18:09:45,DELIVERED,N
878,462,2025-07-21 08:18:54,DELIVERED,W
879,285,2025-10-31 18:51:33,CANCELLED,C
880,42,2026-01-07 11:54:16,DELIVERED,C
881,16,2026-02-20 03:14:25,DELIVERED,N
882,181,2025-02-06 00:00:00,CANCELLED,E
883,199,2023-11-17 05:13:41,CANCELLED,N
884,64,2026-03-02 11:03:46,DELIVERED,S
885,228,2025-07-05 00:54:26,SHIPPED,N
886,389,2025-04-20 15:29:30,DELIVERED,E
887,99,2023-08-06 18:28:18,CANCELLED,E
888,414,2026-06-24 14:32:39,SHIPPED,W
889,496,2024-12-14 12:25:56,PLACED,W
890,464,2026-06-07 11:45:36,SHIPPED,S
891,421,2026-03-08 14:12:43,PLACED,E
892,292,2026-06-30 16:52:41,DELIVERED,C
893,100,2026-05-17 03:48:04,DELIVERED,C
894,290,2026-07-17 01:27:39,PLACED,S
895,382,2024-05-01 17:24:04,PLACED,C
896,439,2025-01-18 00:36:30,RETURNED,E
897,99,2026-02-05 05:09:20,PLACED,C
898,315,2025-06-13 10:37:29,DELIVERED,W
899,2,2025-10-21 22:12:30,DELIVERED,N
900,438,2026-04-06 05:14:58,DELIVERED,W
901,141,2025-04-09 17:24:43,DELIVERED,W
902,254,2026-02-19 01:19:40,DELIVERED,N
903,453,2026-05-23 03:49:36,PLACED,W
904,273,2026-01-26 07:15:13,SHIPPED,W
905,100,2024-12-28 01:58:45,PLACED,C
906,414,2026-04-18 09:02:52,RETURNED,S
907,354,2025-12-01 00:54:21,RETURNED,S
908,101,2026-04-20 00:00:00,SHIPPED,N
909,321,2026-03-28 13:24:47,PLACED,W
910,222,2025-11-23 15:38:44,DELIVERED,E
911,431,2024-02-15 21:02:18,SHIPPED,W
912,123,2025-03-01 01:39:02,CANCELLED,E
913,267,2026-02-12 21:59:08,RETURNED,C
914,318,2025-03-19 00:02:06,CANCELLED,W
915,297,2023-10-24 07:14:11,PLACED,N
916,470,2024-03-02 03:05:14,DELIVERED,N
917,401,2026-02-19 10:06:19,PLACED,W
918,29,2026-07-17 18:38:34,DELIVERED,W
919,34,2025-01-29 15:45:30,DELIVERED,C
920,27,2026-01-12 02:35:13,CANCELLED,W
921,50,2025-11-15 19:06:02,CANCELLED,S
922,443,2026-07-06 01:12:43,CANCELLED,C
923,6,2025-06-28 19:55:09,DELIVERED,W
924,451,2025-10-30 19:39:25,DELIVERED,E
925,334,2026-07-17 10:09:45,CANCELLED,W
926,265,2025-01-24 08:35:23,DELIVERED,N
927,53,2025-11-19 16:17:10,DELIVERED,N
928,304,2026-05-12 18:40:57,RETURNED,S
929,327,2025-03-03 23:24:55,SHIPPED,W
930,,2025-01-17 19:52:00,DELIVERED,W
931,96,2026-03-09 03:02:57,PLACED,N
932,31,2024-02-02 19:03:50,SHIPPED,W
933,263,2026-01-25 11:39:18,CANCELLED,E
934,299,2025-01-14 01:55:09,PLACED,E
935,309,2025-08-14 09:03:11,SHIPPED,N
936,266,2025-09-19 17:27:49,DELIVERED,S
937,30,2024-05-16 19:50:02,DELIVERED,C
938,440,2023-11-19 19:04:44,DELIVERED,S
939,500,2024-04-01 12:21:26,DELIVERED,S
940,403,2024-02-07 00:00:00,SHIPPED,W
941,356,2026-05-24 14:13:25,RETURNED,C
942,355,2026-04-21 15:58:20,RETURNED,C
943,494,2024-06-23 20:09:57,DELIVERED,W
944,169,2025-07-21 05:29:32,PLACED,N
945,254,2025-10-31 17:01:35,RETURNED,S
946,355,2026-03-13 11:46:57,DELIVERED,S
947,123,2025-10-04 11:09:00,DELIVERED,E
948,414,2026-06-26 18:26:29,DELIVERED,W
949,95,2025-01-13 07:44:13,DELIVERED,N
950,184,2025-07-31 18:12:02,DELIVERED,S
951,149,2025-12-07 06:11:19,SHIPPED,C
952,468,2026-02-13 03:09:30,PLACED,N
953,102,2026-07-15 10:40:23,SHIPPED,S
954,454,2025-02-24 04:55:38,DELIVERED,E
955,434,2026-03-18 09:30:01,SHIPPED,S
956,12,2024-12-12 19:40:03,CANCELLED,N
957,11,2026-05-21 07:24:16,DELIVERED,W
958,336,2024-10-24 15:29:21,SHIPPED,S
959,,2024-04-18 21:55:21,DELIVERED,E
960,415,2025-04-07 06:28:45,DELIVERED,C
961,410,2026-04-18 20:04:08,RETURNED,N
962,61,2025-10-03 07:12:20,RETURNED,S
963,407,2025-02-20 23:52:41,SHIPPED,W
964,356,2025-09-19 21:59:50,SHIPPED,W
965,326,2025-12-12 16:21:20,RETURNED,C
966,301,2025-02-13 16:17:19,RETURNED,E
967,405,2026-03-17 22:22:25,SHIPPED,N
968,323,2024-08-30 19:14:09,RETURNED,C
969,496,2025-11-22 23:00:19,RETURNED,S
970,373,2023-07-17 02:02:15,CANCELLED,C
971,34,2025-03-21 14:44:31,DELIVERED,C
972,192,2026-03-13 13:07:15,DELIVERED,S
973,165,2025-09-30 17:16:57,DELIVERED,W
974,367,2026-04-04 03:50:21,DELIVERED,C
975,206,2026-05-25 08:56:10,RETURNED,C
976,333,2026-07-14 04:16:38,SHIPPED,S
977,232,2024-04-03 03:57:42,DELIVERED,E
978,218,2025-03-15 10:28:24,DELIVERED,E
979,131,2026-03-16 14:23:34,PLACED,N
980,152,2025-07-15 05:09:07,DELIVERED,S
981,299,2024-08-04 18:33:24,DELIVERED,C
982,173,2026-07-08 12:23:06,DELIVERED,W
983,210,2025-12-20 17:55:55,CANCELLED,E
984,140,2026-05-08 03:38:59,PLACED,W
985,120,2026-05-08 05:45:12,DELIVERED,E
986,462,2025-08-18 15:13:56,SHIPPED,C
987,263,2025-08-15 06:59:31,DELIVERED,E
988,475,2024-04-11 20:25:06,PLACED,N
989,185,2024-07-11 17:05:02,DELIVERED,E
990,101,2026-05-22 04:08:12,SHIPPED,E
991,98,2026-07-02 07:00:36,RETURNED,C
992,468,2026-01-05 18:31:11,PLACED,E
993,145,2024-11-25 15:16:32,CANCELLED,W
994,485,2026-04-15 07:10:43,CANCELLED,N
995,,2025-01-03 05:35:03,DELIVERED,S
996,444,2026-03-31 03:46:12,SHIPPED,S
997,243,2025-08-22 05:23:01,DELIVERED,C
998,388,2026-02-13 00:05:44,DELIVERED,W
999,175,2025-11-20 23:46:37,SHIPPED,S
1000,220,2025-11-25 16:15:45,SHIPPED,W
1001,437,2025-08-22 00:34:09,PLACED,S
1002,296,2026-07-11 22:07:32,PLACED,N
1003,256,2026-07-01 11:50:05,DELIVERED,E
1004,,2024-06-11 21:29:29,SHIPPED,W
1005,352,2026-04-17 21:45:13,DELIVERED,C
1006,154,2026-05-21 15:46:17,DELIVERED,C
1007,,2026-05-05 00:15:41,PLACED,S
1008,79,2025-05-25 12:12:15,DELIVERED,C
1009,468,2026-05-20 10:00:54,DELIVERED,W
1010,196,2025-03-20 03:16:59,RETURNED,N
1011,274,2025-12-13 06:46:51,SHIPPED,N
1012,169,2026-06-02 12:54:12,RETURNED,E
1013,48,2023-09-27 15:29:43,PLACED,C
1014,91,2026-05-08 17:54:55,CANCELLED,C
1015,251,2024-11-14 19:13:16,SHIPPED,N
1016,467,2026-01-27 07:30:33,SHIPPED,S
1017,150,2026-04-21 19:57:54,PLACED,N
1018,189,2026-07-15 00:17:32,PLACED,E
1019,,2024-09-30 06:01:01,DELIVERED,N
1020,67,2026-03-14 03:27:49,DELIVERED,N
1021,200,2026-06-12 16:34:25,RETURNED,S
1022,446,2024-05-15 01:56:11,SHIPPED,W
1023,82,2026-02-16 22:37:16,DELIVERED,C
1024,367,2026-03-07 07:48:56,SHIPPED,N
1025,74,2026-07-09 20:34:46,PLACED,W
1026,310,2025-10-18 06:48:43,DELIVERED,C
1027,451,2025-04-13 00:47:25,DELIVERED,C
1028,21,2023-11-08 20:34:11,SHIPPED,W
1029,178,2026-06-30 12:47:07,CANCELLED,E
1030,201,2025-10-12 03:55:04,DELIVERED,S
1031,461,2026-07-03 18:09:58,DELIVERED,W
1032,197,2024-10-11 16:10:07,DELIVERED,N
1033,202,2026-05-19 00:19:04,RETURNED,S
1034,454,2026-06-11 00:00:00,SHIPPED,C
1035,150,2024-05-10 21:28:04,DELIVERED,S
1036,466,2025-10-22 17:55:01,DELIVERED,C
1037,,2023-07-08 07:48:18,RETURNED,N
1038,387,2024-08-30 08:31:39,DELIVERED,E
1039,210,2026-01-22 03:30:01,SHIPPED,S
1040,260,2026-06-10 03:23:51,DELIVERED,N
1041,328,2026-07-18 10:48:40,DELIVERED,W
1042,176,2026-06-10 22:18:01,DELIVERED,S
1043,204,2025-11-16 13:42:33,PLACED,N
1044,364,2024-02-11 16:53:07,SHIPPED,W
1045,249,2026-04-11 05:37:37,PLACED,C
1046,337,2025-02-08 21:34:55,DELIVERED,W
1047,72,2025-07-10 12:12:51,CANCELLED,S
1048,88,2025-12-26 02:12:07,DELIVERED,S
1049,151,2025-05-10 07:59:24,DELIVERED,W
1050,87,2025-04-28 01:11:31,DELIVERED,N
1051,347,2025-02-15 15:00:43,SHIPPED,E
1052,92,2025-08-20 09:00:52,DELIVERED,C
1053,111,2025-09-21 06:48:23,DELIVERED,C
1054,329,2026-01-26 03:48:34,DELIVERED,N
1055,200,2025-12-29 01:28:38,SHIPPED,N
1056,307,2025-07-18 14:26:56,PLACED,W
1057,393,2026-04-26 23:18:32,RETURNED,E
1058,466,2025-04-07 17:21:21,SHIPPED,N
1059,216,2026-07-14 06:19:58,RETURNED,E
1060,421,2025-10-01 04:36:00,DELIVERED,N
1061,113,2026-02-17 17:38:31,CANCELLED,S
1062,371,2025-09-11 05:12:39,PLACED,C
1063,56,2025-07-09 19:32:40,SHIPPED,S
1064,320,2025-02-06 00:00:00,RETURNED,W
1065,481,2025-03-28 20:54:53,PLACED,S
1066,55,2025-08-17 00:10:43,SHIPPED,N
1067,206,2026-05-31 13:00:55,SHIPPED,W
1068,109,2025-08-19 08:57:03,SHIPPED,E
1069,333,2026-07-17 17:48:35,DELIVERED,N
1070,454,2025-01-21 11:11:03,DELIVERED,C
1071,256,2026-02-13 21:34:34,DELIVERED,C
1072,,2023-09-24 08:27:32,SHIPPED,N
1073,308,2026-03-29 07:15:04,RETURNED,W
1074,,2025-11-19 01:57:47,RETURNED,S
1075,171,2025-02-09 12:43:40,DELIVERED,E
1076,436,2026-05-03 00:28:48,PLACED,N
1077,,2025-08-03 07:45:59,RETURNED,W
1078,196,2026-07-09 00:00:00,DELIVERED,S
1079,258,2026-06-02 08:30:27,DELIVERED,N
1080,120,2026-03-21 18:42:48,DELIVERED,N
1081,159,2025-03-30 16:25:37,DELIVERED,S
1082,318,2023-09-08 02:19:53,PLACED,E
1083,256,2026-03-23 17:24:55,SHIPPED,W
1084,105,2024-02-28 00:00:00,SHIPPED,C
1085,485,2026-05-14 18:56:54,DELIVERED,E
1086,69,2024-08-28 20:15:57,SHIPPED,N
1087,267,2026-04-23 02:27:41,DELIVERED,E
1088,385,2025-03-14 14:00:39,SHIPPED,E
1089,176,2025-11-27 00:00:00,SHIPPED,N
1090,465,2025-12-25 23:10:41,CANCELLED,S
1091,312,2025-12-13 13:07:59,DELIVERED,S
1092,227,2026-04-08 21:03:43,PLACED,W
